187.29,80.556,65.338,36.146,16.837,10.178,29.641,18.488,15.343,17.68,7.8125,4.8999,8.9518,47.439,17.83,14.618
185.37,80.061,64.902,35.868,16.603,10.083,29.319,18.56,15.236,17.574,7.8101,4.8989,8.9002,46.755,17.729,14.655
183.46,79.571,64.472,35.595,16.375,9.9888,29.005,18.634,15.132,17.469,7.8085,4.8982,8.8491,46.083,17.63,14.693
181.55,79.085,64.047,35.326,16.154,9.8963,28.701,18.708,15.03,17.365,7.8076,4.8977,8.7986,45.424,17.532,14.732
179.65,78.605,63.629,35.061,15.939,9.8051,28.405,18.783,14.929,17.261,7.8074,4.8974,8.7486,44.776,17.435,14.77
177.75,78.129,63.217,34.8,15.729,9.7153,28.117,18.858,14.83,17.158,7.808,4.8973,8.6992,44.141,17.34,14.81
175.85,77.658,62.81,34.544,15.526,9.6268,27.836,18.933,14.732,17.056,7.8093,4.8974,8.6503,43.517,17.246,14.849
173.97,77.191,62.408,34.292,15.329,9.5396,27.563,19.009,14.637,16.955,7.8113,4.8977,8.602,42.905,17.152,14.889
172.09,76.73,62.012,34.044,15.138,9.4538,27.297,19.085,14.543,16.854,7.814,4.898,8.5542,42.305,17.06,14.93
170.22,76.273,61.621,33.801,14.952,9.3693,27.038,19.161,14.45,16.755,7.8174,4.8986,8.507,41.716,16.97,14.97
168.36,75.82,61.236,33.561,14.772,9.2861,26.785,19.237,14.36,16.655,7.8215,4.8992,8.4603,41.138,16.88,15.011
166.51,75.373,60.855,33.325,14.597,9.2042,26.539,19.314,14.271,16.557,7.8262,4.8999,8.4141,40.572,16.792,15.053
164.68,74.929,60.479,33.094,14.428,9.1235,26.297,19.39,14.183,16.459,7.8317,4.9007,8.3684,40.017,16.704,15.095
162.86,74.491,60.108,32.866,14.264,9.0441,26.062,19.466,14.098,16.363,7.8378,4.9016,8.3233,39.472,16.618,15.137
161.05,74.057,59.741,32.642,14.105,8.966,25.831,19.541,14.013,16.266,7.8445,4.9025,8.2787,38.938,16.533,15.179
159.26,73.627,59.379,32.423,13.951,8.8891,25.605,19.617,13.931,16.171,7.8518,4.9035,8.2346,38.415,16.449,15.222
157.49,73.202,59.021,32.207,13.802,8.8135,25.383,19.692,13.85,16.076,7.8598,4.9045,8.1911,37.903,16.366,15.265
155.73,72.781,58.667,31.994,13.658,8.7391,25.166,19.766,13.77,15.982,7.8684,4.9056,8.148,37.401,16.284,15.308
154,72.365,58.318,31.786,13.519,8.6658,24.952,19.84,13.692,15.889,7.8776,4.9068,8.1055,36.909,16.204,15.352
152.28,71.953,57.972,31.581,13.385,8.5938,24.741,19.913,13.616,15.797,7.8874,4.9079,8.0634,36.428,16.124,15.396
150.59,71.545,57.63,31.38,13.255,8.523,24.533,19.985,13.541,15.705,7.8978,4.9092,8.0219,35.956,16.046,15.44
148.92,71.142,57.291,31.183,13.129,8.4533,24.328,20.057,13.468,15.614,7.9087,4.9104,7.9809,35.494,15.968,15.485
